VALUE,MEDIAN,DIFF
37,37,0
45,41,4
47,41,6
46,43,3
45,43,2
45,43,2
45,43,2
43,44,-1
41,44,-3
41,45,-4
43,45,-2
45,44,1
46,44,2
44,44,0
43,44,-1
43,44,-1
44,44,0
45,44,1
45,44,1
44,44,0
44,44,0
44,44,0
44,44,0
44,44,0
44,44,0
44,44,0
44,44,0
44,44,0
44,44,0
45,44,1
46,44,2
46,44,2
46,44,2
44,44,0
43,44,-1
42,44,-2
41,44,-3
42,44,-2
44,44,0
45,44,1
45,43,2
44,43,1
42,43,-1
42,43,-1
43,43,0
44,43,1
44,43,1
43,43,0
43,43,0
43,43,0
43,43,0
43,43,0
44,43,1
44,44,0
44,44,0
43,44,-1
43,44,-1
43,44,-1
44,44,0
45,44,1
44,44,0
44,44,0
44,44,0
45,44,1
46,44,2
46,44,2
45,45,0
44,45,-1
44,45,-1
45,45,0
46,45,1
46,45,1
45,45,0
44,45,-1
44,45,-1
45,45,0
45,45,0
44,45,-1
44,45,-1
44,44,0
44,44,0
45,44,1
45,44,1
45,44,1
45,45,0
44,44,0
44,44,0
44,44,0
44,44,0
44,44,0
45,44,1
45,44,1
45,44,1
45,44,1
44,44,0
44,44,0
44,44,0
44,44,0
45,44,1
44,44,0
44,44,0
44,44,0
44,44,0
44,44,0
44,44,0
45,44,1
45,45,0
46,45,1
45,45,0
44,45,-1
44,45,-1
45,45,0
46,45,1
46,46,0
46,46,0
46,46,0
46,46,0
46,46,0
46,46,0
46,46,0
45,46,-1
45,46,-1
46,46,0
46,46,0
46,46,0
45,46,-1
44,46,-2
45,46,-1
47,46,1
48,46,2
47,46,1
46,46,0
46,46,0
46,46,0
47,46,1
46,46,0
45,46,-1
44,46,-2
44,46,-2
45,46,-1
46,46,0
46,46,0
45,46,-1
45,45,0
45,45,0
45,45,0
46,45,1
46,45,1
46,45,1
46,46,0
46,46,0
45,45,0
45,45,0
44,46,-2
45,46,-1
45,46,-1
46,46,0
47,46,1
47,46,1
46,46,0
45,46,-1
45,46,-1
46,46,0
46,46,0
46,46,0
45,46,-1
45,46,-1
46,46,0
46,46,0
46,46,0
45,46,-1
45,46,-1
46,46,0
46,46,0
46,46,0
45,46,-1
45,46,-1
46,46,0
47,45,2
47,45,2
45,46,-1
44,46,-2
45,46,-1
47,45,2
47,45,2
45,45,0
44,45,-1
45,45,0
46,45,1
47,45,2
47,45,2
45,45,0
44,45,-1
43,44,-1
43,44,-1
43,44,-1
43,44,-1
44,44,0
45,44,1
45,44,1
44,44,0
43,44,-1
43,44,-1
43,44,-1
43,44,-1
43,44,-1
44,44,0
46,45,1
47,44,3
47,44,3
46,44,2
45,44,1
44,44,0
44,45,-1
45,45,0
45,45,0
45,45,0
43,45,-2
42,44,-2
42,44,-2
44,44,0
46,44,2
46,44,2
46,44,2
44,44,0
43,44,-1
43,44,-1
44,44,0
45,44,1
44,44,0
44,44,0
44,44,0
45,44,1
45,44,1
45,44,1
44,44,0
44,44,0
44,45,-1
44,44,0
45,44,1
45,44,1
45,44,1
45,44,1
44,44,0
44,44,0
45,44,1
45,44,1
44,44,0
43,44,-1
42,44,-2
42,44,-2
43,44,-1
44,44,0
44,44,0
43,44,-1
43,44,-1
44,44,0
45,44,1
44,44,0
43,44,-1
43,44,-1
43,44,-1
44,44,0
44,44,0
44,44,0
44,45,-1
45,45,0
46,46,0
46,46,0
47,46,1
47,46,1
47,46,1
47,46,1
46,46,0
46,47,-1
46,47,-1
46,47,-1
47,47,0
47,47,0
47,47,0
46,47,-1
47,47,0
47,47,0
47,47,0
46,47,-1
46,47,-1
46,47,-1
47,47,0
47,47,0
48,47,1
48,47,1
48,47,1
47,47,0
47,47,0
46,47,-1
46,47,-1
46,47,-1
47,47,0
47,47,0
47,47,0
47,47,0
47,47,0
48,47,1
48,47,1
48,47,1
