VALUE,MEDIAN,DIFF
37,37,0
45,44,1
48,44,4
46,44,2
44,44,0
44,44,0
46,44,2
47,44,3
45,44,1
44,44,0
44,44,0
45,44,1
44,44,0
44,44,0
43,44,-1
44,44,0
44,44,0
44,43,1
43,43,0
43,43,0
43,43,0
43,43,0
43,43,0
42,43,-1
43,43,0
43,43,0
43,43,0
43,43,0
42,43,-1
44,43,1
45,43,2
46,43,3
45,43,2
43,44,-1
42,44,-2
42,44,-2
43,44,-1
45,44,1
45,44,1
45,45,0
45,44,1
45,44,1
45,44,1
44,44,0
43,44,-1
43,44,-1
43,44,-1
44,44,0
45,44,1
44,44,0
42,43,-1
40,43,-3
40,43,-3
43,43,0
46,44,2
47,44,3
45,44,1
43,43,0
42,43,-1
42,43,-1
44,43,1
46,43,3
46,43,3
45,43,2
43,43,0
42,42,0
41,42,-1
42,42,0
42,42,0
42,42,0
42,42,0
42,42,0
43,42,1
43,42,1
42,42,0
41,42,-1
41,42,-1
42,42,0
43,43,0
44,43,1
43,43,0
42,43,-1
42,43,-1
44,43,1
46,43,3
47,44,3
46,44,2
45,44,1
43,44,-1
42,44,-2
43,44,-1
44,45,-1
44,45,-1
44,45,-1
44,45,-1
45,45,0
45,45,0
46,45,1
45,45,0
45,45,0
45,45,0
45,45,0
45,45,0
45,45,0
45,45,0
45,45,0
46,45,1
46,45,1
45,45,0
45,45,0
45,45,0
45,45,0
47,45,2
47,45,2
48,46,2
47,46,1
46,46,0
44,46,-2
43,46,-3
44,46,-2
45,46,-1
46,46,0
46,46,0
46,46,0
46,46,0
46,46,0
47,46,1
46,46,0
45,46,-1
45,46,-1
46,46,0
47,46,1
47,46,1
47,46,1
47,46,1
46,46,0
45,46,-1
45,46,-1
45,46,-1
46,46,0
46,46,0
45,46,-1
45,46,-1
45,46,-1
45,45,0
46,45,1
46,45,1
46,46,0
46,46,0
47,46,1
47,46,1
45,46,-1
44,46,-2
43,46,-3
45,46,-1
46,46,0
46,46,0
46,46,0
46,46,0
47,46,1
48,46,2
48,47,1
47,47,0
46,47,-1
46,47,-1
47,47,0
47,47,0
47,47,0
47,47,0
47,47,0
47,47,0
48,47,1
49,47,2
49,47,2
49,47,2
48,47,1
46,47,-1
45,47,-2
44,47,-3
45,47,-2
47,47,0
48,47,1
49,47,2
49,47,2
48,47,1
47,47,0
46,47,-1
46,47,-1
46,47,-1
47,47,0
47,47,0
48,47,1
48,47,1
47,47,0
45,47,-2
45,47,-2
46,47,-1
48,47,1
49,47,2
48,46,2
46,46,0
45,46,-1
46,46,0
48,46,2
48,46,2
46,46,0
45,46,-1
45,46,-1
46,46,0
46,46,0
45,46,-1
44,46,-2
45,46,-1
47,46,1
48,46,2
47,46,1
46,46,0
44,46,-2
43,46,-3
44,45,-1
46,45,1
47,46,1
47,46,1
47,46,1
46,46,0
45,46,-1
44,46,-2
45,46,-1
45,46,-1
45,46,-1
46,46,0
47,46,1
46,46,0
46,46,0
45,45,0
46,45,1
47,45,2
47,45,2
46,45,1
45,45,0
44,45,-1
45,45,0
46,45,1
45,45,0
45,45,0
44,45,-1
45,45,0
45,45,0
45,45,0
45,45,0
45,45,0
45,45,0
45,45,0
44,45,-1
43,45,-2
43,45,-2
44,45,-1
46,45,1
46,45,1
45,45,0
43,44,-1
42,44,-2
42,44,-2
43,44,-1
45,44,1
46,44,2
46,44,2
45,44,1
44,44,0
43,44,-1
43,44,-1
44,44,0
44,45,-1
44,45,-1
45,45,0
45,45,0
46,45,1
46,45,1
45,45,0
44,45,-1
44,46,-2
45,46,-1
46,46,0
46,46,0
46,46,0
46,46,0
47,46,1
48,46,2
48,46,2
47,46,1
46,46,0
45,47,-2
46,47,-1
46,47,-1
47,47,0
48,47,1
47,47,0
47,47,0
46,47,-1
47,47,0
47,47,0
48,47,1
48,47,1
48,47,1
47,47,0
47,47,0
47,47,0
47,47,0
47,48,-1
47,48,-1
47,48,-1
48,48,0
48,48,0
48,48,0
49,48,1
49,48,1
49,48,1
49,48,1
48,49,-1
48,49,-1
48,49,-1
48,49,-1
49,49,0
49,49,0
49,49,0
49,49,0
50,49,1
49,49,0
49,49,0
48,49,-1
49,49,0
50,49,1
50,49,1
50,49,1
48,49,-1
48,49,-1
48,49,-1
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
47,48,-1
46,49,-3
46,49,-3
47,49,-2
49,49,0
50,49,1
49,49,0
48,49,-1
47,49,-2
48,49,-1
49,49,0
49,49,0
49,49,0
49,49,0
48,49,-1
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
48,49,-1
49,49,0
49,49,0
50,49,1
49,49,0
48,49,-1
48,49,-1
48,49,-1
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
48,49,-1
48,49,-1
49,49,0
48,49,-1
48,49,-1
48,49,-1
48,49,-1
49,48,1
49,48,1
48,48,0
47,48,-1
48,48,0
49,48,1
50,48,2
49,48,1
49,48,1
48,48,0
47,48,-1
47,48,-1
47,47,0
46,48,-2
47,48,-1
48,48,0
48,48,0
48,47,1
47,47,0
46,47,-1
46,47,-1
47,47,0
48,47,1
48,47,1
48,47,1
48,47,1
47,47,0
46,47,-1
46,47,-1
47,47,0
47,47,0
48,47,1
48,47,1
47,47,0
47,47,0
47,47,0
47,47,0
47,47,0
48,47,1
48,47,1
48,47,1
46,47,-1
46,47,-1
46,47,-1
47,47,0
48,47,1
47,47,0
46,46,0
45,46,-1
46,46,0
46,46,0
47,46,1
47,47,0
47,47,0
46,46,0
46,46,0
46,46,0
46,46,0
47,46,1
47,47,0
47,47,0
47,47,0
46,46,0
45,46,-1
45,46,-1
46,47,-1
48,47,1
49,47,2
48,47,1
47,47,0
45,47,-2
45,47,-2
46,47,-1
47,47,0
47,47,0
47,47,0
48,47,1
48,47,1
47,47,0
46,47,-1
46,47,-1
47,47,0
49,47,2
49,47,2
48,47,1
46,47,-1
45,47,-2
45,47,-2
47,47,0
48,47,1
48,47,1
47,47,0
46,47,-1
47,47,0
47,47,0
47,47,0
47,47,0
46,47,-1
46,47,-1
47,47,0
47,46,1
47,46,1
47,46,1
46,46,0
46,46,0
45,46,-1
45,46,-1
45,46,-1
45,46,-1
46,46,0
45,46,-1
45,45,0
44,45,-1
45,45,0
46,45,1
48,46,2
49,46,3
48,46,2
46,46,0
45,46,-1
45,46,-1
46,46,0
47,46,1
48,46,2
47,47,0
46,47,-1
46,47,-1
46,47,-1
47,47,0
47,47,0
46,47,-1
46,47,-1
47,47,0
48,47,1
49,47,2
49,47,2
48,48,0
47,48,-1
47,48,-1
47,48,-1
48,48,0
48,48,0
48,48,0
49,48,1
49,48,1
50,48,2
49,48,1
48,48,0
48,48,0
48,49,-1
49,49,0
49,49,0
48,49,-1
48,49,-1
48,49,-1
49,49,0
50,49,1
51,49,2
50,49,1
50,49,1
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
48,49,-1
47,49,-2
48,49,-1
50,49,1
51,49,2
50,49,1
49,49,0
48,49,-1
48,49,-1
49,48,1
49,48,1
48,49,-1
47,49,-2
47,49,-2
49,49,0
49,49,0
49,49,0
48,49,-1
47,49,-2
48,49,-1
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
48,49,-1
48,49,-1
49,49,0
50,49,1
51,49,2
50,49,1
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
48,49,-1
48,49,-1
47,49,-2
48,49,-1
49,49,0
49,49,0
48,49,-1
47,49,-2
47,49,-2
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
48,49,-1
49,49,0
49,49,0
50,49,1
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
48,49,-1
48,49,-1
49,49,0
50,49,1
50,49,1
49,49,0
48,49,-1
49,49,0
50,49,1
51,50,1
50,50,0
50,50,0
49,50,-1
49,50,-1
49,50,-1
50,50,0
51,50,1
51,50,1
50,50,0
49,50,-1
49,50,-1
49,50,-1
50,50,0
51,50,1
51,50,1
50,50,0
49,50,-1
49,49,0
49,49,0
50,49,1
50,50,0
51,50,1
50,50,0
49,50,-1
48,50,-2
48,50,-2
48,50,-2
49,50,-1
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
49,50,-1
49,50,-1
49,50,-1
49,50,-1
50,50,0
50,50,0
50,50,0
50,49,1
49,49,0
48,49,-1
49,49,0
50,49,1
51,49,2
50,49,1
49,49,0
49,49,0
49,49,0
49,49,0
50,49,1
50,50,0
49,50,-1
49,50,-1
49,50,-1
49,50,-1
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
49,50,-1
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
49,50,-1
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
49,50,-1
49,50,-1
49,50,-1
49,50,-1
50,50,0
50,50,0
50,50,0
50,50,0
50,49,1
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
50,49,1
50,49,1
50,49,1
49,49,0
49,49,0
48,49,-1
48,49,-1
49,49,0
50,49,1
50,49,1
49,49,0
48,49,-1
48,49,-1
49,49,0
49,49,0
50,49,1
49,49,0
49,49,0
48,49,-1
47,48,-1
46,48,-2
47,48,-1
48,49,-1
50,49,1
50,49,1
49,48,1
47,48,-1
46,48,-2
46,47,-1
47,48,-1
49,48,1
49,48,1
50,49,1
49,49,0
48,49,-1
46,48,-2
46,48,-2
47,48,-1
48,49,-1
49,49,0
49,49,0
50,49,1
50,49,1
49,49,0
48,49,-1
48,49,-1
48,49,-1
49,49,0
50,49,1
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
48,49,-1
48,49,-1
48,49,-1
48,49,-1
49,49,0
49,49,0
49,49,0
49,49,0
48,49,-1
47,49,-2
48,49,-1
49,49,0
50,49,1
50,49,1
49,49,0
48,50,-2
49,50,-1
50,50,0
51,50,1
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
49,50,-1
49,50,-1
49,50,-1
49,50,-1
50,50,0
50,50,0
49,49,0
49,49,0
49,49,0
49,49,0
50,49,1
50,50,0
50,50,0
50,50,0
49,50,-1
49,50,-1
49,50,-1
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
49,50,-1
49,50,-1
50,50,0
50,50,0
50,50,0
49,50,-1
49,50,-1
50,50,0
50,50,0
49,49,0
49,50,-1
49,50,-1
50,50,0
50,50,0
50,50,0
50,50,0
49,50,-1
49,50,-1
49,50,-1
50,50,0
50,50,0
50,50,0
49,50,-1
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
49,50,-1
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
49,50,-1
49,50,-1
49,50,-1
49,50,-1
49,50,-1
50,50,0
50,49,1
50,49,1
49,49,0
49,49,0
49,49,0
50,49,1
50,49,1
50,49,1
49,49,0
48,49,-1
48,49,-1
49,49,0
49,49,0
50,49,1
50,49,1
50,49,1
49,49,0
48,49,-1
48,48,0
48,48,0
48,49,-1
49,49,0
50,49,1
49,49,0
48,49,-1
47,48,-1
47,48,-1
47,48,-1
48,49,-1
49,49,0
49,49,0
50,49,1
49,49,0
49,49,0
48,49,-1
48,49,-1
49,49,0
50,49,1
50,49,1
50,49,1
49,48,1
48,48,0
48,48,0
48,48,0
48,48,0
48,48,0
48,48,0
49,48,1
48,48,0
48,48,0
47,48,-1
47,48,-1
48,48,0
49,48,1
50,48,2
49,48,1
49,48,1
49,48,1
49,49,0
49,49,0
48,49,-1
47,49,-2
47,49,-2
47,49,-2
48,49,-1
49,49,0
49,49,0
49,48,1
49,48,1
48,48,0
47,48,-1
47,48,-1
48,48,0
49,48,1
49,49,0
49,49,0
48,48,0
48,48,0
48,48,0
48,48,0
48,49,-1
49,49,0
49,49,0
49,49,0
49,49,0
48,48,0
48,49,-1
49,49,0
50,49,1
50,49,1
50,49,1
49,49,0
48,49,-1
48,49,-1
48,49,-1
49,49,0
49,49,0
50,49,1
50,49,1
49,49,0
48,49,-1
48,49,-1
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
48,49,-1
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
48,49,-1
48,49,-1
48,49,-1
49,49,0
49,49,0
50,49,1
49,49,0
49,49,0
49,49,0
50,49,1
50,49,1
49,49,0
48,49,-1
48,49,-1
49,49,0
50,49,1
50,49,1
50,49,1
49,49,0
49,49,0
50,49,1
50,49,1
50,49,1
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
50,49,1
50,49,1
50,49,1
49,49,0
49,49,0
49,49,0
50,49,1
50,49,1
50,49,1
48,50,-2
48,49,-1
48,49,-1
48,49,-1
49,49,0
49,49,0
50,49,1
50,49,1
50,49,1
50,49,1
49,50,-1
48,50,-2
48,50,-2
49,50,-1
50,50,0
50,50,0
51,50,1
51,50,1
50,50,0
50,50,0
49,50,-1
49,50,-1
50,50,0
50,50,0
50,50,0
50,50,0
49,50,-1
49,50,-1
49,50,-1
49,50,-1
49,50,-1
50,50,0
51,50,1
51,50,1
50,50,0
49,50,-1
49,50,-1
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
49,50,-1
49,50,-1
50,50,0
50,50,0
50,50,0
49,50,-1
50,50,0
50,49,1
51,49,2
50,49,1
49,50,-1
48,50,-2
48,50,-2
49,49,0
49,49,0
49,49,0
49,49,0
50,49,1
51,49,2
51,49,2
50,49,1
49,49,0
48,49,-1
49,49,0
50,49,1
50,49,1
49,49,0
48,49,-1
48,49,-1
49,49,0
50,49,1
50,49,1
50,49,1
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
50,49,1
50,49,1
50,49,1
50,49,1
50,49,1
49,50,-1
48,50,-2
48,50,-2
48,50,-2
49,50,-1
50,50,0
50,50,0
50,49,1
50,49,1
50,49,1
50,49,1
50,50,0
49,50,-1
49,50,-1
49,50,-1
49,50,-1
49,49,0
49,49,0
50,49,1
51,49,2
51,49,2
50,49,1
49,49,0
49,49,0
49,49,0
49,49,0
50,49,1
50,50,0
50,49,1
50,49,1
49,49,0
48,49,-1
48,49,-1
48,49,-1
49,49,0
50,49,1
50,49,1
49,49,0
49,49,0
48,49,-1
48,49,-1
48,49,-1
49,49,0
50,49,1
51,49,2
50,49,1
49,49,0
48,49,-1
48,49,-1
49,49,0
49,49,0
49,49,0
48,49,-1
48,49,-1
49,49,0
49,49,0
48,49,-1
48,49,-1
49,49,0
50,49,1
50,49,1
49,49,0
48,49,-1
48,49,-1
49,49,0
50,49,1
50,50,0
49,50,-1
49,50,-1
50,50,0
50,50,0
50,50,0
49,50,-1
50,50,0
50,50,0
50,50,0
50,50,0
49,50,-1
49,50,-1
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
51,50,1
51,50,1
50,50,0
48,50,-2
48,50,-2
49,50,-1
51,50,1
51,50,1
51,49,2
49,49,0
48,49,-1
47,49,-2
48,49,-1
49,49,0
50,49,1
50,49,1
49,49,0
47,49,-2
47,49,-2
47,49,-2
49,49,0
50,49,1
50,49,1
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
50,49,1
50,49,1
49,49,0
47,49,-2
47,49,-2
48,49,-1
49,49,0
50,49,1
50,49,1
49,49,0
49,49,0
50,49,1
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
50,49,1
50,49,1
49,49,0
49,49,0
49,49,0
49,49,0
50,49,1
50,49,1
50,49,1
49,49,0
49,49,0
49,49,0
49,49,0
50,49,1
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
49,49,0
48,49,-1
49,49,0
