VALUE,MEDIAN,DIFF
43,43,0
54,52,2
58,53,5
56,53,3
54,53,1
54,53,1
55,53,2
54,53,1
52,53,-1
53,53,0
54,53,1
55,53,2
53,53,0
52,53,-1
51,53,-2
52,53,-1
53,53,0
52,53,-1
52,53,-1
52,53,-1
53,52,1
54,52,2
53,52,1
52,53,-1
53,53,0
53,53,0
53,53,0
51,53,-2
50,53,-3
51,53,-2
53,53,0
54,53,1
53,53,0
51,53,-2
52,53,-1
53,53,0
55,53,2
54,53,1
52,53,-1
52,53,-1
53,52,1
54,52,2
54,52,2
53,52,1
52,52,0
52,52,0
52,52,0
52,52,0
52,52,0
52,52,0
52,52,0
52,52,0
51,52,-1
50,52,-2
50,52,-2
51,52,-1
52,52,0
52,52,0
52,52,0
51,51,0
51,51,0
51,51,0
52,51,1
52,51,1
52,51,1
52,51,1
51,51,0
50,51,-1
49,51,-2
49,51,-2
50,51,-1
51,51,0
51,51,0
51,51,0
51,51,0
51,51,0
52,51,1
52,51,1
52,51,1
53,51,2
53,52,1
53,52,1
53,52,1
51,52,-1
49,52,-3
48,52,-4
50,52,-2
52,52,0
53,52,1
53,52,1
51,52,-1
50,52,-2
50,52,-2
50,52,-2
51,52,-1
52,52,0
53,52,1
55,51,4
56,51,5
55,50,5
54,50,4
52,50,2
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
50,50,0
49,50,-1
49,50,-1
50,50,0
51,50,1
52,50,2
53,50,3
53,50,3
52,50,2
50,50,0
49,50,-1
50,50,0
52,51,1
53,51,2
52,51,1
50,51,-1
49,51,-2
49,51,-2
50,51,-1
50,52,-2
51,52,-1
51,52,-1
52,52,0
53,52,1
53,52,1
52,53,-1
52,53,-1
53,53,0
54,53,1
54,53,1
53,53,0
53,53,0
54,53,1
55,53,2
54,53,1
52,53,-1
49,53,-4
49,53,-4
50,53,-3
52,53,-1
53,52,1
53,52,1
53,52,1
52,52,0
51,52,-1
51,52,-1
52,52,0
53,52,1
53,52,1
52,52,0
51,52,-1
51,52,-1
52,52,0
53,52,1
52,52,0
52,52,0
53,52,1
54,52,2
54,52,2
52,52,0
49,52,-3
47,52,-5
49,52,-3
52,51,1
54,51,3
53,51,2
51,51,0
51,51,0
51,51,0
51,51,0
51,52,-1
50,52,-2
51,53,-2
52,54,-2
54,54,0
56,55,1
56,55,1
56,55,1
55,55,0
55,55,0
55,55,0
55,55,0
55,55,0
55,55,0
55,55,0
55,55,0
56,55,1
56,55,1
56,55,1
56,55,1
57,55,2
56,55,1
55,55,0
54,55,-1
54,55,-1
54,55,-1
55,55,0
55,55,0
55,55,0
55,55,0
55,55,0
56,55,1
56,55,1
56,55,1
55,55,0
55,55,0
55,55,0
56,55,1
56,55,1
55,55,0
54,55,-1
53,55,-2
53,55,-2
54,55,-1
55,55,0
55,55,0
55,55,0
55,55,0
55,55,0
56,55,1
56,55,1
56,55,1
55,55,0
55,55,0
54,55,-1
54,55,-1
53,55,-2
52,55,-3
54,55,-1
56,55,1
56,55,1
55,55,0
53,55,-2
51,54,-3
52,54,-2
53,54,-1
55,55,0
56,55,1
56,55,1
56,55,1
56,55,1
55,54,1
54,54,0
53,54,-1
54,54,0
55,54,1
55,54,1
55,54,1
54,54,0
54,54,0
53,54,-1
53,54,-1
53,54,-1
53,55,-2
53,55,-2
54,55,-1
55,55,0
55,54,1
55,54,1
55,54,1
55,54,1
56,54,2
57,54,3
56,55,1
55,55,0
53,55,-2
52,55,-3
53,55,-2
54,54,0
54,54,0
54,54,0
54,54,0
55,54,1
56,54,2
56,54,2
54,54,0
52,54,-2
52,54,-2
54,54,0
55,54,1
55,54,1
55,55,0
54,54,0
54,54,0
54,54,0
54,54,0
54,55,-1
55,55,0
56,55,1
56,55,1
55,55,0
54,55,-1
54,56,-2
55,56,-1
56,56,0
57,56,1
58,56,2
58,56,2
57,56,1
56,56,0
56,56,0
56,56,0
57,56,1
57,56,1
56,56,0
55,56,-1
54,56,-2
55,56,-1
55,56,-1
54,55,-1
53,55,-2
54,55,-1
56,55,1
58,55,3
58,55,3
57,55,2
55,55,0
54,55,-1
55,55,0
55,55,0
56,55,1
56,55,1
57,55,2
58,55,3
57,55,2
55,54,1
53,54,-1
52,54,-2
53,54,-1
54,54,0
54,54,0
54,54,0
54,54,0
54,54,0
54,54,0
53,54,-1
54,54,0
55,54,1
55,54,1
55,54,1
54,54,0
53,54,-1
53,54,-1
54,54,0
55,54,1
55,54,1
54,54,0
53,54,-1
54,54,0
55,54,1
56,54,2
54,54,0
52,54,-2
51,54,-3
54,54,0
57,54,3
58,54,4
56,54,2
53,55,-2
52,54,-2
52,54,-2
53,54,-1
54,55,-1
55,55,0
56,55,1
57,55,2
56,55,1
55,55,0
54,55,-1
54,55,-1
55,55,0
56,55,1
55,55,0
55,56,-1
56,55,1
58,55,3
58,55,3
56,55,1
53,55,-2
53,56,-3
54,56,-2
56,55,1
56,55,1
55,55,0
54,55,-1
55,55,0
57,55,2
57,55,2
56,55,1
54,55,-1
54,55,-1
54,55,-1
55,55,0
55,55,0
55,55,0
55,55,0
55,55,0
56,55,1
56,55,1
57,55,2
57,55,2
57,56,1
56,56,0
54,56,-2
53,56,-3
54,56,-2
55,56,-1
57,56,1
57,56,1
56,56,0
56,56,0
56,56,0
56,56,0
57,56,1
57,56,1
56,56,0
55,56,-1
55,56,-1
55,56,-1
55,56,-1
55,56,-1
56,56,0
57,56,1
58,56,2
57,56,1
56,56,0
55,56,-1
55,56,-1
56,56,0
56,56,0
56,56,0
55,56,-1
55,56,-1
56,55,1
56,55,1
56,55,1
55,56,-1
55,56,-1
55,56,-1
56,56,0
55,56,-1
55,56,-1
55,56,-1
56,56,0
56,56,0
57,56,1
57,56,1
57,56,1
56,56,0
56,56,0
56,56,0
56,56,0
56,56,0
55,56,-1
55,56,-1
55,56,-1
56,56,0
56,56,0
57,56,1
57,56,1
57,56,1
57,56,1
57,56,1
56,57,-1
56,57,-1
56,57,-1
57,57,0
57,57,0
57,57,0
56,57,-1
56,57,-1
57,57,0
58,57,1
58,57,1
58,57,1
58,57,1
58,57,1
57,57,0
57,57,0
57,57,0
57,57,0
57,57,0
56,57,-1
55,56,-1
55,56,-1
56,56,0
57,56,1
56,56,0
54,55,-1
54,55,-1
54,55,-1
56,55,1
56,55,1
55,54,1
54,54,0
54,54,0
55,54,1
55,54,1
54,54,0
53,54,-1
53,54,-1
53,54,-1
53,54,-1
53,54,-1
51,54,-3
51,54,-3
52,54,-2
53,54,-1
54,54,0
54,54,0
54,54,0
54,54,0
55,54,1
55,54,1
55,54,1
55,55,0
55,55,0
54,55,-1
54,55,-1
54,55,-1
55,55,0
56,55,1
56,56,0
56,56,0
56,56,0
56,56,0
56,56,0
55,56,-1
56,56,0
56,56,0
57,57,0
58,57,1
58,57,1
58,57,1
57,57,0
57,57,0
57,57,0
57,57,0
57,57,0
57,57,0
56,57,-1
56,57,-1
55,57,-2
56,57,-1
57,57,0
57,57,0
56,57,-1
55,57,-2
55,57,-2
56,56,0
57,56,1
58,56,2
58,56,2
57,56,1
57,56,1
57,56,1
57,56,1
56,56,0
56,57,-1
56,57,-1
56,57,-1
56,56,0
56,56,0
56,56,0
56,56,0
57,56,1
57,56,1
58,56,2
57,56,1
56,57,-1
56,57,-1
56,57,-1
57,57,0
58,57,1
58,57,1
57,57,0
56,57,-1
57,57,0
58,57,1
58,57,1
58,57,1
57,57,0
57,57,0
58,57,1
58,57,1
57,57,0
56,57,-1
56,57,-1
56,57,-1
57,57,0
58,57,1
59,57,2
58,57,1
57,57,0
56,57,-1
56,57,-1
56,57,-1
57,57,0
58,57,1
58,57,1
57,57,0
57,57,0
58,57,1
58,57,1
57,57,0
57,57,0
57,57,0
58,57,1
58,57,1
57,57,0
56,57,-1
55,57,-2
56,57,-1
56,57,-1
56,57,-1
56,57,-1
56,56,0
57,56,1
57,56,1
56,56,0
56,56,0
57,56,1
59,57,2
59,57,2
57,57,0
55,57,-2
54,57,-3
56,57,-1
58,57,1
58,57,1
58,57,1
57,58,-1
58,58,0
59,57,2
58,57,1
56,58,-2
54,58,-4
55,58,-3
57,58,-1
60,58,2
60,58,2
59,58,1
57,57,0
57,57,0
58,57,1
58,57,1
59,57,2
58,57,1
57,57,0
57,57,0
56,57,-1
57,57,0
57,57,0
57,57,0
56,57,-1
55,57,-2
55,57,-2
57,57,0
59,57,2
59,57,2
58,57,1
57,57,0
57,57,0
58,57,1
58,57,1
57,57,0
56,57,-1
56,57,-1
56,57,-1
57,56,1
56,56,0
55,56,-1
56,56,0
57,56,1
57,56,1
56,56,0
55,57,-2
54,57,-3
56,57,-1
58,56,2
59,57,2
59,57,2
58,57,1
58,57,1
58,57,1
57,57,0
55,58,-3
54,58,-4
55,58,-3
57,58,-1
58,58,0
58,58,0
57,58,-1
57,57,0
58,57,1
59,57,2
58,57,1
58,57,1
58,57,1
58,57,1
57,57,0
57,57,0
56,58,-2
56,58,-2
57,58,-1
58,57,1
57,57,0
57,57,0
57,57,0
58,57,1
59,57,2
59,57,2
58,57,1
57,57,0
57,57,0
58,57,1
57,57,0
57,57,0
56,56,0
56,56,0
56,56,0
56,56,0
56,56,0
56,56,0
56,56,0
56,56,0
56,56,0
56,56,0
56,56,0
56,56,0
56,56,0
56,56,0
56,56,0
57,56,1
57,56,1
57,56,1
56,56,0
56,56,0
55,56,-1
55,56,-1
55,56,-1
56,56,0
56,56,0
56,56,0
56,56,0
56,56,0
56,56,0
57,57,0
58,57,1
58,57,1
58,57,1
58,57,1
58,57,1
57,57,0
57,57,0
57,57,0
57,57,0
57,57,0
58,57,1
58,57,1
57,57,0
56,57,-1
56,57,-1
57,57,0
57,57,0
57,57,0
56,57,-1
56,57,-1
56,57,-1
57,56,1
57,56,1
56,56,0
55,56,-1
56,56,0
56,56,0
57,56,1
57,56,1
57,56,1
55,56,-1
55,56,-1
55,56,-1
56,56,0
57,56,1
57,55,2
57,55,2
56,55,1
55,55,0
55,55,0
55,55,0
55,55,0
55,55,0
55,55,0
55,55,0
56,55,1
56,55,1
55,55,0
55,55,0
55,55,0
56,56,0
57,56,1
57,56,1
56,56,0
55,56,-1
55,56,-1
56,56,0
56,56,0
57,56,1
56,56,0
55,56,-1
55,56,-1
55,56,-1
56,56,0
56,56,0
57,56,1
57,56,1
57,56,1
58,56,2
57,55,2
57,55,2
56,55,1
55,55,0
55,55,0
55,55,0
55,55,0
55,55,0
55,55,0
55,55,0
55,55,0
55,55,0
55,55,0
54,55,-1
54,55,-1
54,55,-1
55,55,0
56,55,1
56,55,1
55,55,0
55,55,0
54,55,-1
