VALUE,MEDIAN,DIFF
77,77,0
96,91,5
102,92,10
97,93,4
91,94,-3
92,94,-2
96,95,1
97,95,2
95,95,0
93,95,-2
94,95,-1
96,95,1
97,95,2
95,95,0
94,95,-1
95,95,0
96,95,1
96,95,1
94,95,-1
93,95,-2
94,95,-1
95,95,0
95,95,0
94,94,0
94,94,0
95,94,1
95,94,1
94,94,0
93,94,-1
94,94,0
95,94,1
95,94,1
94,94,0
93,94,-1
94,94,0
94,94,0
93,93,0
92,93,-1
92,93,-1
93,93,0
94,92,2
94,92,2
92,92,0
92,92,0
92,92,0
92,92,0
91,92,-1
91,92,-1
91,92,-1
92,92,0
93,92,1
92,92,0
91,92,-1
91,92,-1
92,92,0
93,92,1
93,93,0
93,93,0
93,93,0
93,93,0
93,93,0
92,93,-1
92,93,-1
93,93,0
93,93,0
93,93,0
92,93,-1
92,93,-1
92,93,-1
93,93,0
93,92,1
93,92,1
93,92,1
94,92,2
93,92,1
92,92,0
91,92,-1
91,92,-1
91,92,-1
92,92,0
92,92,0
92,92,0
92,92,0
92,92,0
92,92,0
91,92,-1
92,92,0
93,92,1
94,92,2
94,92,2
93,92,1
92,92,0
92,92,0
92,92,0
92,92,0
93,92,1
93,92,1
94,92,2
94,92,2
93,92,1
92,92,0
91,92,-1
91,92,-1
91,92,-1
92,92,0
92,92,0
93,92,1
93,92,1
92,92,0
91,92,-1
91,92,-1
92,92,0
94,92,2
94,92,2
93,92,1
92,92,0
92,92,0
91,92,-1
91,92,-1
91,92,-1
92,92,0
92,92,0
92,92,0
92,92,0
91,92,-1
90,92,-2
91,92,-1
92,92,0
93,92,1
93,92,1
93,92,1
93,92,1
92,92,0
92,92,0
92,93,-1
93,93,0
94,93,1
94,93,1
93,93,0
93,93,0
92,93,-1
92,92,0
92,92,0
93,92,1
93,92,1
93,92,1
93,92,1
92,92,0
91,92,-1
91,92,-1
92,92,0
92,92,0
91,92,-1
92,92,0
92,92,0
93,92,1
92,92,0
91,92,-1
90,92,-2
91,92,-1
92,92,0
93,92,1
92,92,0
92,92,0
91,91,0
91,91,0
91,91,0
91,91,0
91,91,0
92,91,1
92,91,1
92,91,1
91,91,0
91,91,0
91,91,0
91,91,0
91,91,0
91,91,0
91,91,0
91,91,0
91,91,0
91,91,0
91,91,0
91,91,0
91,91,0
92,91,1
92,91,1
92,91,1
92,91,1
92,91,1
91,91,0
91,91,0
91,91,0
92,91,1
91,91,0
90,91,-1
90,91,-1
90,90,0
91,90,1
91,90,1
90,90,0
90,90,0
90,90,0
90,90,0
90,90,0
90,90,0
90,90,0
90,90,0
90,90,0
90,90,0
89,90,-1
89,90,-1
89,90,-1
89,90,-1
90,90,0
90,90,0
91,90,1
91,90,1
91,90,1
90,90,0
90,90,0
